,target,ids,date,flag,user,text,type,traget
113134,0,1825709381,Sun May 17 06:36:07 PDT 2009,NO_QUERY,valtwiggy,what a boring dull day! ,train,
370521,0,2050161171,Fri Jun 05 18:10:33 PDT 2009,NO_QUERY,andrea0717,"dark days are coming. i miss you so much, my baby. ",train,
512057,0,2190051976,Tue Jun 16 01:37:50 PDT 2009,NO_QUERY,AmmoxXx,"Ammo lost her ear phones, not kool ",train,
127237,0,1834679807,Mon May 18 03:50:20 PDT 2009,NO_QUERY,ljpc23,"ugh, my twitter followers were few. ",train,
267124,0,1989131866,Mon Jun 01 00:27:00 PDT 2009,NO_QUERY,MissBabySol,last night.. heavy! @vanessafreeman is sick @mashibeats smacked it @btawiah jumped on and my cheeks hurt from the grinning then i left ,train,
83754,0,1753431938,Sun May 10 01:36:28 PDT 2009,NO_QUERY,xeveryday,is 1:36 really that late? I'm getting sleepy already ,train,
699280,0,2254400780,Sat Jun 20 09:41:27 PDT 2009,NO_QUERY,TraytablesTrvls,@theflyingpinto Yeah the A380 is pretty cool. I wanna go on it though! ,train,
400791,0,2057502120,Sat Jun 06 13:07:23 PDT 2009,NO_QUERY,KelleyJayne,@jcp22187 what's wrong my love? ,train,
776499,0,2322165548,Wed Jun 24 22:09:17 PDT 2009,NO_QUERY,chareexamor,I don't like being at my grandparents' house in LA. I wanna go home already ,train,
69327,0,1693236447,Sun May 03 21:56:50 PDT 2009,NO_QUERY,JuicyGirll,"Taking care of my sickly dog, Jack. Poor thing, ",train,
564454,0,2206203520,Wed Jun 17 06:10:25 PDT 2009,NO_QUERY,_Abomination_,I wish that McRib was back... ,train,
683110,0,2250179674,Fri Jun 19 23:53:31 PDT 2009,NO_QUERY,scscscscsc,morning people! up and about..missed breakfast..again  ah well..on with this strange phenomenon they call studying..,train,
250328,0,1983189013,Sun May 31 12:40:37 PDT 2009,NO_QUERY,mikey_nw14,"@britt_mxgirl Yeah but its only 72 now, so thats good. But it rained earlier, thats like a week straight raining. ",train,
453261,0,2070264566,Sun Jun 07 17:23:12 PDT 2009,NO_QUERY,rainrox10,I'm off of work with nothing to do.  i feel lazy and like i need to do something.,train,
447202,0,2068632435,Sun Jun 07 14:25:17 PDT 2009,NO_QUERY,TheDivoNoel,"got so excited that he had 6 followers on twitter. Then, that excitement faded since 5 of them were bots! Ouch. ",train,
199861,0,1971538943,Sat May 30 07:20:16 PDT 2009,NO_QUERY,amandageppert,thanks Mr. Miller for riding at my humble 15mph pace through the scenic back end of the South Side; time to ice bruised knee + hand ,train,
100701,0,1794095304,Thu May 14 04:56:42 PDT 2009,NO_QUERY,jmommeieio,"I recieved my very first Bzz Campaign last night. I am so very excited to start the bzz, but I have to wait until the end of June ",train,
286897,0,1994035255,Mon Jun 01 11:18:43 PDT 2009,NO_QUERY,peeeacex333,Pray for the 165 passangers of the Air France flight! The president of France doesn't think there are any survivors. ,train,
235052,0,1979708786,Sun May 31 04:11:06 PDT 2009,NO_QUERY,lamahh,"@Lukey_Munky lol we need the ones from the china shop in sydney , we had master plans for them ",train,
340409,0,2014840158,Wed Jun 03 02:51:40 PDT 2009,NO_QUERY,LucieLuu,"sooo the doc wuldnt do anythin for my ear, the world is so dull when its half heard..i sympathise with anyone whos deaf  cummon thursday!",train,
798027,0,2328386552,Thu Jun 25 09:31:06 PDT 2009,NO_QUERY,whntmprsflare,"It's only been an hour, but it feels like forever and a day.  I guess this is way better than jail.",train,
628812,0,2231427903,Thu Jun 18 18:31:58 PDT 2009,NO_QUERY,pattielle,Eating a very late dinner -pizza yummy!!  I love vacation time !!!! Sleeping until 11am and watching tv Hubbie is already complaining ,train,
210477,0,1974250248,Sat May 30 12:44:43 PDT 2009,NO_QUERY,anthonybananas,my boat sunk in 15 seconds ,train,
197094,0,1970933145,Sat May 30 05:42:19 PDT 2009,NO_QUERY,trunglachtach,I'm exhausted  Hoping that my injury is healed quickly. Have a nice night everybody.,train,
200184,0,1971612111,Sat May 30 07:30:07 PDT 2009,NO_QUERY,onerepublicyea,"@Tyrant1 Nope, I don't have a cable tv here.  I am taking note of the live commentary it through www.soccernet.com.",train,
205962,0,1973010360,Sat May 30 10:18:19 PDT 2009,NO_QUERY,nettyp,Everytime I glance at my bewski's pic I want to cry. I want her to be 4 and need me forever  Is that selfish?,train,
592036,0,2217837515,Wed Jun 17 21:27:45 PDT 2009,NO_QUERY,orangeharo,@joienesque ..there are plus points in being a girl. I just can't think of one right now what with the girl cramps and bleeding  (tmi lol),train,
709676,0,2257683536,Sat Jun 20 14:43:38 PDT 2009,NO_QUERY,dragoncub,@HappyGoatee didn't see any good ones  http://myloc.me/4Ilg,train,
100964,0,1794219142,Thu May 14 05:16:35 PDT 2009,NO_QUERY,shaylarippas,@holyghost_girl: @2pach?! Well you let him be your bffl  ,train,
487086,0,2181900423,Mon Jun 15 12:27:05 PDT 2009,NO_QUERY,andrewthong,a bruised pinkie makes it incredibly annoying to use the modifier keys ,train,
582869,0,2214756117,Wed Jun 17 17:11:21 PDT 2009,NO_QUERY,texasmegs,@trixiefirecory aaww don't be sad ,train,
147038,0,1882651664,Fri May 22 07:15:04 PDT 2009,NO_QUERY,starbucksapron,@greekpeace sorry 2hear about your friend  how was my sweet jon?,train,
396755,0,2056456222,Sat Jun 06 11:10:37 PDT 2009,NO_QUERY,mintamaria,"The number of days I've lately disapproved is on the rise  what's going on, I should be enjoying my last &quot;free&quot; summer! I puzzle myself.",train,
125316,0,1834290844,Mon May 18 02:21:57 PDT 2009,NO_QUERY,franjessca,is getting ready for PT this morning. Definitely not feeling the workout thing this morning since I'm sick.  ,train,
627999,0,2231117941,Thu Jun 18 18:04:06 PDT 2009,NO_QUERY,LatinaV,Is moving in less than 20days.    Not sure how to feel about that.,train,
750789,0,2285819208,Mon Jun 22 15:37:22 PDT 2009,NO_QUERY,sara_aleda,Whyyyyyy does it have to rain when I wanna drive?!  huuuuuuughh,train,
550317,0,2202878626,Tue Jun 16 22:35:14 PDT 2009,NO_QUERY,sciencgeniusgrl,i dont feel good at all..my stomach is killing me.. ,train,
432672,0,2064799444,Sun Jun 07 07:11:52 PDT 2009,NO_QUERY,Mbitch19,"My cat is sick .i love u ,blair ",train,
459026,0,2072070753,Sun Jun 07 20:21:03 PDT 2009,NO_QUERY,vanessacjt,Doesnt want to do maths homework ,train,
454425,0,2070610577,Sun Jun 07 18:00:09 PDT 2009,NO_QUERY,therandominsane,@for18 emo face for you.  that sucks.,train,
516301,0,2191032820,Tue Jun 16 04:21:29 PDT 2009,NO_QUERY,RichardR,Really want to be playing Left 4 Dead or Mirrors Edge right now but I don't have either games ,train,
255462,0,1984497696,Sun May 31 15:13:25 PDT 2009,NO_QUERY,emmaarrr,Thick sketchbook is thick. But is it enough to pass?  http://mypict.me/2dG2,train,
445306,0,2068086506,Sun Jun 07 13:28:33 PDT 2009,NO_QUERY,janedunn,@Jackula it hurts SO MUCH. all of that = me fainting... blood isnt as bad as needles though. but owwww it hurts.  stupid jane haha,train,
615750,0,2226401830,Thu Jun 18 11:54:36 PDT 2009,NO_QUERY,MakeupMel,@natneagle That's too bad poor kids at the Dr and scared. What a day ,train,
163472,0,1958054790,Fri May 29 02:30:28 PDT 2009,NO_QUERY,GraciaMelsz,"Can't sleep, clowns will eat me ",train,
682250,0,2249948593,Fri Jun 19 23:21:29 PDT 2009,NO_QUERY,ilmbffnay,I'm so confused right now. ,train,
319128,0,2002977969,Tue Jun 02 05:36:44 PDT 2009,NO_QUERY,FallingUpward,@snflower99  i know what you mean i want my pre baby body from b4 the 1st baby back 118 w/ abs of steel... i rocked it &amp; i miss it ,train,
388866,0,2054331139,Sat Jun 06 07:06:48 PDT 2009,NO_QUERY,alwayskunal,free net no more!!!! ,train,
242919,0,1981423720,Sun May 31 09:07:23 PDT 2009,NO_QUERY,Ms_Do,OHMYGOD. my plans are shattered ,train,
379812,0,2052425428,Sat Jun 06 00:41:14 PDT 2009,NO_QUERY,iamdarwin,napostponed ang opening ng classes namin. I hate A(H1N1)! kaasar! ,train,
565940,0,2206676180,Wed Jun 17 06:53:56 PDT 2009,NO_QUERY,mstrlss,"@breakxaway das bremst mich so, unglaublich ",train,
522439,0,2192761316,Tue Jun 16 07:30:43 PDT 2009,NO_QUERY,Jataijah,Taking Riyoko to get her shots ,train,
99224,0,1793550430,Thu May 14 03:07:23 PDT 2009,NO_QUERY,mccatfly,"MERRRRRR, i have a weird twitch in my eye ",train,
102306,0,1794909894,Thu May 14 06:47:59 PDT 2009,NO_QUERY,zomgitsamanda,This weather can suck it. I was gonna ride my bike to work tomorrow FOR REAL so I could get off work early.   #nocar,train,
320835,0,2003526281,Tue Jun 02 06:41:36 PDT 2009,NO_QUERY,steamrunner,"@I_am_Heather Some guys just seem able to grow it without it looking silly. Mine far too straight, and grows towards the sun ",train,
598700,0,2219593021,Thu Jun 18 00:54:09 PDT 2009,NO_QUERY,Wengles,Just read the story about the puppy that was stuck in a waste pipe  poor thing,train,
246376,0,1982229530,Sun May 31 10:47:22 PDT 2009,NO_QUERY,nzbeks,@missava Do I want to go? Yes! Can I go? No ,train,
682761,0,2250097171,Fri Jun 19 23:41:48 PDT 2009,NO_QUERY,free2soar09,OMG just watched 2 funny as heck family guy episodes. Def. made this horrible long day so much better. Tomorrow is gonna be a long one ,train,
136602,0,1880131474,Fri May 22 00:11:52 PDT 2009,NO_QUERY,vanniedinh,"Where are you now? What's going on with you? Tonight will be delayed again, right? 100% ",train,
464689,0,2175179785,Mon Jun 15 00:17:28 PDT 2009,NO_QUERY,Greys11,want 2 watch the proposal ,train,
325780,0,2007714379,Tue Jun 02 13:02:41 PDT 2009,NO_QUERY,HayleyBirdz,is going to stuff herself full of tofu. ,train,
9670,0,1548836795,Fri Apr 17 22:07:27 PDT 2009,NO_QUERY,siumuimui,Just scared my files will be gone by tomorrow  That'd be a nightmare. All the most important files are there!,train,
338996,0,2014550988,Wed Jun 03 01:54:46 PDT 2009,NO_QUERY,dazb,"@star_pixie uh lucky, it's dull and grey today here   Have a nice day x",train,
708800,0,2257415361,Sat Jun 20 14:18:02 PDT 2009,NO_QUERY,VR0,OH... s... I just realize it's 5... and I'm outta Martini ingredients.....  sniff.. .No vermouth... No Volka...  I've had better days.,train,
591097,0,2217543831,Wed Jun 17 21:01:20 PDT 2009,NO_QUERY,qasabutton,"@MagicFanFoLyfe BTW - can I come live with you, the weather here sucks.   I miss the beach. (",train,
148483,0,1883150898,Fri May 22 08:05:22 PDT 2009,NO_QUERY,bilish,@kashaziz Not helping ,train,
128470,0,1834915119,Mon May 18 04:36:06 PDT 2009,NO_QUERY,ashleigh92,"@kyle270 it is  its cause i'm just being stressy all the time,x",train,
337327,0,2014185666,Wed Jun 03 00:43:09 PDT 2009,NO_QUERY,TheGreenNag,I'm disappointed that Earth 2100 fell off trending topics as fast as it did  I hope those who watched it will take action asap #green,train,
649381,0,2237274463,Fri Jun 19 05:30:46 PDT 2009,NO_QUERY,srikanthsrs,"Also, watched 'Analyze This'.. Disappointed ",train,
554787,0,2203921548,Wed Jun 17 00:52:07 PDT 2009,NO_QUERY,majickhere,waaah.. can't edit..  LOL,train,
222711,0,1977064631,Sat May 30 20:00:37 PDT 2009,NO_QUERY,MediaMakeup,i guess everyone is in bed then? not together.. obviously... all apart from me.. ,train,
635614,0,2233676648,Thu Jun 18 21:43:29 PDT 2009,NO_QUERY,techkia,tuas -&gt; punggol -&gt; JB. cos forgot to bring the birthday present along. ,train,
763400,0,2298314838,Tue Jun 23 11:31:25 PDT 2009,NO_QUERY,Dr_Eng,looking for the one I lost ,train,
231779,0,1979034624,Sun May 31 01:22:29 PDT 2009,NO_QUERY,xxLauren90xx,"Still awake, almost 4:30. Still have sooo much to do ",train,
553714,0,2203688976,Wed Jun 17 00:18:16 PDT 2009,NO_QUERY,MeccaMoore,@cheraustin lol!! Jammin on the ones!!  I need 2 be jammin on the sleep though!LOL! @SHININGCHER is tired of me saying Jammin on the one!,train,
141622,0,1881304662,Fri May 22 04:15:49 PDT 2009,NO_QUERY,AliTechno,Lost facebook again..this time not by hackers. My account has been Disabled ,train,
402564,0,2057966189,Sat Jun 06 14:00:20 PDT 2009,NO_QUERY,kachen,Sorry for not saying goodbye  Kathy,train,
579638,0,2213555409,Wed Jun 17 15:31:55 PDT 2009,NO_QUERY,cmdba,"K, I give up, Im done with this thing, and with everyone else. So fucking sick of this! ",train,
366609,0,2048911818,Fri Jun 05 15:58:57 PDT 2009,NO_QUERY,Cycyxavier,Trying to lighten up! How hard to plan a trip......Almost giving up! ,train,
650481,0,2237584912,Fri Jun 19 06:02:34 PDT 2009,NO_QUERY,lostinnorfolk,Really hope this isn't true - I don't want for him to turn out to be a bad person  http://tinyurl.com/n9mbjm (via @laurien13),train,
105119,0,1822865203,Sat May 16 20:34:02 PDT 2009,NO_QUERY,ddifede,Also a day I don't want to end because I'm not at all thrilled about working tomorrow. ,train,
426453,0,2063540843,Sun Jun 07 03:04:36 PDT 2009,NO_QUERY,bobthomson70,@GrantSalvona 2 Guiness and a couple of sips of spiced rum and coke is enough to make me feel rough these days ,train,
348635,0,2016825375,Wed Jun 03 07:25:18 PDT 2009,NO_QUERY,ShawtyEd,lost tha perfect person  i didnt want this ,train,
24275,0,1557953534,Sun Apr 19 06:42:42 PDT 2009,NO_QUERY,rikeyy,"@kmaf i know and i even think i know that the guys are spelled like &quot;Figlarski&quot;, right?  or am i wrong? ",train,
191919,0,1969743845,Sat May 30 01:04:01 PDT 2009,NO_QUERY,grapes_of_sloth,"Just saw exotic-looking, lively bird near feeder. Siskin or Greenfinch, very quick movements. Can never get a pic ",train,
413911,0,2060700899,Sat Jun 06 19:24:37 PDT 2009,NO_QUERY,nancylovesit,at circus circus wuuu!! got 5 prizes but one fell downstairs ,train,
217126,0,1975865590,Sat May 30 16:04:16 PDT 2009,NO_QUERY,glg4lyfe,OMG does anyone no some magical way to cure urself from bein sick Lol  no medicine is workin,train,
714901,0,2259270569,Sat Jun 20 17:17:51 PDT 2009,NO_QUERY,VanessaAndrea,I just want my bed ,train,
777773,0,2322503307,Wed Jun 24 22:44:06 PDT 2009,NO_QUERY,DaRealHoney,Watching oldclips of Ed mcmahon  he was so cute like my grandpops,train,
723784,0,2261888795,Sat Jun 20 21:31:11 PDT 2009,NO_QUERY,lessofyou,Party-time ! I wish.. ,train,
336762,0,2014069780,Wed Jun 03 00:22:13 PDT 2009,NO_QUERY,GlitterGirlNZ,@ashes2ashes_uk haha I don't want to know!!! I didn't look. It was bad enough they kept me awake ,train,
382310,0,2052965041,Sat Jun 06 02:43:57 PDT 2009,NO_QUERY,uhohcaitie,I think i ate toooo much fod tonight  feel so sick,train,
701131,0,2254981001,Sat Jun 20 10:34:50 PDT 2009,NO_QUERY,JonnySayer,is watching Futurama and is quite bored ,train,
62768,0,1687244699,Sun May 03 08:10:21 PDT 2009,NO_QUERY,ifriar,@tormodgibson LOL No. There were no sacrifices. Other than me not drinking as I was the designated driver... ,train,
106782,0,1823681976,Sat May 16 22:39:38 PDT 2009,NO_QUERY,riyel27,@ev That would be embarassing.  I tried twittering and walking at the same time and you don't want to know what happened.,train,
782136,0,2323582554,Thu Jun 25 00:59:11 PDT 2009,NO_QUERY,syrinxbby,Sleepless nights are the worst when you really want to dream ,train,
93541,0,1770705699,Mon May 11 22:01:32 PDT 2009,NO_QUERY,stephiiheyy,gahh noo!peyton needs to live!this is horrible ,train,
271036,0,1989945523,Mon Jun 01 03:21:38 PDT 2009,NO_QUERY,SunshineBoat,Feeling quesy this morning. Drinking lots cuz I'm thinking maybe dehydration. Ugh. I thought I drank enough after that workout. ,train,
754751,0,2288093892,Mon Jun 22 18:42:38 PDT 2009,NO_QUERY,amazingphoebe,this hurts so much ,train,
481834,0,2179797113,Mon Jun 15 09:35:47 PDT 2009,NO_QUERY,skyla007,Started the week tired again ,train,
703995,0,2255887964,Sat Jun 20 11:56:36 PDT 2009,NO_QUERY,nitchxo,@KellyRuthxo i have no money ,train,
653232,0,2238739982,Fri Jun 19 07:40:45 PDT 2009,NO_QUERY,kayla_z5,"Jogging, isnt REALLY that cool, especially if you've got a fever ",train,
700967,0,2254926781,Sat Jun 20 10:29:56 PDT 2009,NO_QUERY,schmuttelicious,"thoughts goes to his family, i hope they're okay up there, gotta be sucha tragic ",train,
673815,0,2247602986,Fri Jun 19 19:20:42 PDT 2009,NO_QUERY,bitcaw,@atlanticwasborn The gas smell in my house for the past 4 hours has been giving me a headache. ,train,
450143,0,2069426117,Sun Jun 07 15:51:25 PDT 2009,NO_QUERY,leesie27,I can't believe people sometimes. Greed and stupidity. ,train,
483835,0,2180539437,Mon Jun 15 10:36:28 PDT 2009,NO_QUERY,PaulaVictoriaa,"Grr... I HATE RAIN,, AND MONDAYS,, ",train,
467260,0,2175740915,Mon Jun 15 01:51:42 PDT 2009,NO_QUERY,Me_Mason,Morning all!... At work...   Oh well... Another day another dollar... ,train,
667869,0,2245743879,Fri Jun 19 16:34:34 PDT 2009,NO_QUERY,kourtneelynne,@tenderbutterfly so yea my phone=dead  SUX lol going threw BB withdrawl so i stole lances lol,train,
640842,0,2235093128,Fri Jun 19 00:24:41 PDT 2009,NO_QUERY,poppingcandyfun,is a bit nervous about this meeting ,train,
318619,0,2002861489,Tue Jun 02 05:20:30 PDT 2009,NO_QUERY,AudForrest,"@eddieizzard Glasgow was gorgeous earlier but now starting to cloud over... Still hot though, not good school show set-building weather! ",train,
154789,0,1936023018,Wed May 27 07:18:53 PDT 2009,NO_QUERY,blackboxwoman,i stubbed my toe on desire. they told me i was wrong all along. that's why they act queer. it must be just a demon putting me in gear. ,train,
367876,0,2049336777,Fri Jun 05 16:42:17 PDT 2009,NO_QUERY,FrsrValleyPulse,"@studioindus @Shawnabarnscher @hummingbird604 Thank you.  I think food poisoning   Ah well, at least it's Friday!  Have a great wknd!",train,
608435,0,2223332793,Thu Jun 18 08:08:33 PDT 2009,NO_QUERY,darko0803,There is going to be a storm wooooooooohooooooo but the bad thing is that i can't play on my comp ,train,
183698,0,1967489203,Fri May 29 19:40:29 PDT 2009,NO_QUERY,Amiloo,16 hours driving makes one's bum quite sore ,train,
104771,0,1822679672,Sat May 16 20:08:07 PDT 2009,NO_QUERY,Tinamarie143,What a drag. I missed my sons state champ game.  but on the upside. The car will now have a new radiator!,train,
529742,0,2195594734,Tue Jun 16 11:20:34 PDT 2009,NO_QUERY,niks0010,read some articles on xen virtualisation....par kuchh samajh mein nai aaya ,train,
179340,0,1966234774,Fri May 29 17:22:56 PDT 2009,NO_QUERY,delbius,@USelaine No!  I in fact made sure that cookie was never delivered. ,train,
184055,0,1967581206,Fri May 29 19:50:35 PDT 2009,NO_QUERY,Laurenkaiser,Just got 3 fish but they have no names  help them,train,
569916,0,2208145176,Wed Jun 17 08:50:09 PDT 2009,NO_QUERY,erlern,just saw a funeral wake service turn ugly. It is a fallen world after all. No surprises there. Sobering to see what family members can do ,train,
456441,0,2071282783,Sun Jun 07 19:08:25 PDT 2009,NO_QUERY,iggyslime01,is on a DIET. and really wants to pig out ,train,
347147,0,2016376602,Wed Jun 03 06:40:13 PDT 2009,NO_QUERY,naughty_ottsel,Loves him so much but knows he doesn't feel the same way ,train,
387263,0,2053971424,Sat Jun 06 06:13:16 PDT 2009,NO_QUERY,andreawilhelmi,@andreawilhelmi  i got kicked off the nick and phyliss newman facebook for telling her to switch her profile pic ,train,
201221,0,1971847650,Sat May 30 08:01:43 PDT 2009,NO_QUERY,zomfgALEXIS,@sherylpz I think it's the really sucky weather. ,train,
500020,0,2186714981,Mon Jun 15 19:13:58 PDT 2009,NO_QUERY,pinkfame,It just doesn't feel like summer! ,train,
762900,0,2298087713,Tue Jun 23 11:14:28 PDT 2009,NO_QUERY,ohhh_daniel,badddd hair day ,train,
512916,0,2190255699,Tue Jun 16 02:12:29 PDT 2009,NO_QUERY,Empyrean_,trying to bear the pain of tooth extraction ,train,
254591,0,1984288732,Sun May 31 14:48:48 PDT 2009,NO_QUERY,ladydawnie,"@jamesmb nope you will have to wait, along with Karla ha ah, im waiting for Demontfort uni results ",train,
195541,0,1970518468,Sat May 30 04:11:18 PDT 2009,NO_QUERY,mrs_mcsupergirl,"@PandaMayhem yeah, that's better for sure. And yeah.. Then I told jon I wanted a quickie.  I meant a hug and didn't mean it nasty!",train,
227455,0,1978064454,Sat May 30 22:21:04 PDT 2009,NO_QUERY,wiga_sunshine,it hurts..it hurts...it hurts.....*pms mode on* ,train,
711929,0,2258375334,Sat Jun 20 15:49:30 PDT 2009,NO_QUERY,SimoneGrant,"I've been accused of cougar-like behavior on my own blog   I promise, I'll never become a cougar. http://bit.ly/ViSFO",train,
781762,0,2323489329,Thu Jun 25 00:45:50 PDT 2009,NO_QUERY,Courteney215,"I have nothing to wear, and I look like a boy ",train,
134157,0,1836180820,Mon May 18 07:31:37 PDT 2009,NO_QUERY,nmcgivney,@curlydena Damn you woman! I was getting lovely physio-to-the-rugby-team images there for a minute ,train,
331646,0,2012804852,Tue Jun 02 21:19:16 PDT 2009,NO_QUERY,JeffreyNYC,I am missing New Orleans... ,train,
365883,0,2048658647,Fri Jun 05 15:33:40 PDT 2009,NO_QUERY,janelle30,@crys_ oh if its a habit then no its not so funny ,train,
682783,0,2250102383,Fri Jun 19 23:42:32 PDT 2009,NO_QUERY,daniellelandon,@followmedown3 I've been so busy lately.  I miss talking to you.,train,
619109,0,2227801748,Thu Jun 18 13:39:04 PDT 2009,NO_QUERY,WhitSnips,...great. lost my camera. and all the pics on it. ,train,
102479,0,1795035651,Thu May 14 07:02:15 PDT 2009,NO_QUERY,Kwistiewistie,isn't happy that it's cloudy and dark today ,train,
95678,0,1792173575,Wed May 13 22:20:52 PDT 2009,NO_QUERY,kyesunshine,Ugh i don't feel so good.  i hate being nauseous.(sp?),train,
197173,0,1970949595,Sat May 30 05:45:35 PDT 2009,NO_QUERY,NaomiDelRIo,"Ugh, what do you do when you hear demoralizing 'stuff'?......On such a good day ",train,
466898,0,2175662949,Mon Jun 15 01:37:52 PDT 2009,NO_QUERY,Spydurwebb,hates this bit about early morning flights - the REALLY early awake time. Hopefully can take a nap when I get back.  I wanna stay here... ,train,
464132,0,2175060548,Sun Jun 14 23:59:32 PDT 2009,NO_QUERY,lacampanella,says totally nervous for today's ZD Prufung  pray for me peeps! http://plurk.com/p/110c23,train,
446500,0,2068435493,Sun Jun 07 14:04:31 PDT 2009,NO_QUERY,_Mattie_,@GericaQuinn lol. im srry  haha. and thank you&lt;33,train,
240232,0,1980833017,Sun May 31 07:47:18 PDT 2009,NO_QUERY,iamcarriesoom,"Attempt #2...Can anyone help out me/Maggie with a ride to School of Rock tonight? Otherwise we'll take the train/bus, but it is not close ",train,
625928,0,2230415357,Thu Jun 18 17:04:52 PDT 2009,NO_QUERY,snapshotonlife,New Stove hob went in today it's an induction system and none of my saucepans work on it so have to replace them so more m'wave dinners ,train,
59902,0,1686261049,Sun May 03 04:35:58 PDT 2009,NO_QUERY,katieeustace,guess what?! i didn't have too good of an afternoon ,train,
191219,0,1969582853,Sat May 30 00:30:48 PDT 2009,NO_QUERY,elinos,i d'ont now what i gonna do!!i forget my dady's birthday  and it is now sooow fun like i always say but verry I DONT NOW!! ,train,
791854,0,2326089259,Thu Jun 25 06:32:06 PDT 2009,NO_QUERY,freaktv,how can I get trust back? ,train,
397635,0,2056679427,Sat Jun 06 11:35:29 PDT 2009,NO_QUERY,halfapple,I'm worried my plants aren't getting full sun on my windowsill. Crap ,train,
546205,0,2201681746,Tue Jun 16 20:37:17 PDT 2009,NO_QUERY,JeffBien,This whole foot fracture thing is a total bummer...gotta hop around on crutches and wear a sexy velcro boot ,train,
198866,0,1971307225,Sat May 30 06:46:59 PDT 2009,NO_QUERY,pmgmendoza,"i hope today is the last time (for a long time, at least_ that I wear this sauna suit. ",train,
69185,0,1693179173,Sun May 03 21:47:02 PDT 2009,NO_QUERY,Kiyesh,@vyntageluv88 He's w/my roomies mom ,train,
336345,0,2013975450,Wed Jun 03 00:06:04 PDT 2009,NO_QUERY,lilmsbuttercupx,"&quot;The Time Has Come To Say Goodbye The Sun Is Setting In The Sky The Truth Turned Out To Be A Lie Its Over, Over&quot;Junior cert 2day...HELP!! ",train,
350945,0,2018141103,Wed Jun 03 09:30:08 PDT 2009,NO_QUERY,RBeccaL,@mandyyjirouxx i keep trying to call but it wont work ,train,
266504,0,1989007473,Mon Jun 01 00:02:49 PDT 2009,NO_QUERY,B_Tab,"Surely that was information you absolutely needed to know... God, I really can not get to sleep.  This is horrible. ",train,
554593,0,2203881435,Wed Jun 17 00:45:59 PDT 2009,NO_QUERY,appleschmapple,Oh no oh no! I feel the chills coming on to me  I've reached the critical point in temperature.,train,
410357,0,2059856079,Sat Jun 06 17:46:27 PDT 2009,NO_QUERY,_Saamm,i cant go to church tonighhht ,train,
365315,0,2048492516,Fri Jun 05 15:17:15 PDT 2009,NO_QUERY,MaddieluvsU,http://twitpic.com/6p709 - This is Bella and Saul. Saul died the day after he was born! It was really sad! ,train,
173781,0,1964204673,Fri May 29 13:52:53 PDT 2009,NO_QUERY,officialpeta,@StefiBeautifulO I know.  There's no reason for any of that. ,train,
397980,0,2056770060,Sat Jun 06 11:45:38 PDT 2009,NO_QUERY,mariedressler,"@TheAndyKaufman dear god, he's probably gonna die like phil hartman or from alcoholism    white man comedian curse",train,
10754,0,1551045921,Sat Apr 18 08:00:05 PDT 2009,NO_QUERY,mamaice,I just dropped off Joaquin at the train station   I hate him working weekends,train,
401735,0,2057753425,Sat Jun 06 13:35:50 PDT 2009,NO_QUERY,Billythekid94,i wish i would have a blackbery ,train,
6412,0,1469417166,Tue Apr 07 06:19:03 PDT 2009,NO_QUERY,monica1236,waiting to hear back from people I emailed... heading to work to do more transcribing... fun... ,train,
650455,0,2237568567,Fri Jun 19 06:01:02 PDT 2009,NO_QUERY,BarryAM,ok this is just sad. went for lunch break and came back to find someone has mess my workplace  this is just sad lol.,train,
710619,0,2257965082,Sat Jun 20 15:10:35 PDT 2009,NO_QUERY,LisaRossignol,@Deborahah That's so bad...  Do you live far from Paris ?,train,
251939,0,1983603029,Sun May 31 13:28:30 PDT 2009,NO_QUERY,iyaitssuzanne,wish i was goin to wembally ,train,
431562,0,2064567962,Sun Jun 07 06:37:08 PDT 2009,NO_QUERY,club1985xxx,@kerrylouisexxx well that is unfortunate  Im meant to be making a drrrrrty movie and I wanted u 2 come party afterward to celebrate :p xxx,train,
715162,0,2259338539,Sat Jun 20 17:24:51 PDT 2009,NO_QUERY,srtco2,is sick sick sick...very sad face ,train,
371909,0,2050571001,Fri Jun 05 18:54:39 PDT 2009,NO_QUERY,Gabster08,mike left today  went to work I miss him he's burnt like a lobster its sad He comes back tomorrow!!! YAY!!! Best weekend ever,train,
468368,0,2175977463,Mon Jun 15 02:33:20 PDT 2009,NO_QUERY,Believe_g4v,Tu nhien them an pho qua ,train,
103226,0,1795503645,Thu May 14 07:53:14 PDT 2009,NO_QUERY,andrewmoore24,@photoautomat_uk tried the booth today but was not having any of my fine English pounds ,train,
316804,0,2002477040,Tue Jun 02 04:19:43 PDT 2009,NO_QUERY,WhoaItsMartha,at school! ugh i wanna go home. ,train,
239335,0,1980601983,Sun May 31 07:11:26 PDT 2009,NO_QUERY,icheer24,@Carlton75 Their is going to be  washed all the rubber off from yesterday.,train,
570646,0,2208494615,Wed Jun 17 09:16:04 PDT 2009,NO_QUERY,annabethblue,@hjkuzcotopia yesterday we had rain...but this time of year it just makes it super humid.   ick,train,
574531,0,2210494060,Wed Jun 17 11:39:18 PDT 2009,NO_QUERY,Stephaniekeeley,with y10s but not my type of class    x,train,
532156,0,2196640448,Tue Jun 16 12:44:24 PDT 2009,NO_QUERY,Schrepfer11,study for this test!   How the hell do you use this site! lol,train,
