target,ids,user,text,text_cleaned
0,1983868596,revokedlove,@awaltzforanight  i cried when he lost. i just really don't like fed and now it's fucking wide open ,cri lost realli dont like fed fuck wide open
0,1981697819,reighvin,@ThrallMind Bad man. ,bad man
0,1558413995,AlexiaSparrow,"Unpacking, homework... normal Sunday things.  School tomorrow  !",unpack homework normal sunday thing school tomorrow
0,2002549327,Kelly_Inz,off to work ,work
0,1562362585,carolinecreates,Still no Internet  carolinecreates.etsy.com,still internet carolinecreatesetsycom
0,1967350277,anomdesign,@cwpeter how someone call themselves human  a child? My heart hurts knowing that i'm sitting at home a kid somewhere is getting hurt. ,someon call human child heart hurt know im sit home kid somewher get hurt
0,1999073484,andie_12,"horrible...had the worst day @ work ever, then the BF wants to spend time together, i'm just gettin home since being out since 7 a.m. ",horriblehad worst day work ever bf want spend time togeth im gettin home sinc sinc
0,2054329987,indranil,needs work ,need work
0,1982699905,Cpt_Oblivious,@sky14kemea aww. Poor lil you  Helga's still funny ,aww poor lil helga still funni
0,2072159908,kellykitchen,i need to stop getting sicko. you're not supposed to go to the doctor three times and STILL be sick. ,need stop get sicko your suppos go doctor three time still sick
0,1693263204,JonD7,"I don't want to go for a 3 hour drive tomorrow for a doctors appointment...  pray for me, whole swine flu thing has me nervous.",dont want go hour drive tomorrow doctor appoint pray whole swine flu thing nervou
0,1963159611,StiltzGynormous,3 shots of espresso aaaaand....nothin'.  ,shot espresso aaaaandnothin
0,2221377751,BostjanPisler,Biggest party in my hometown canceled due to bad weather ,biggest parti hometown cancel due bad weather
0,2202584795,Jackemon,still looking for the JacknJill Potato Chips Nori Flavor  cany find one nagccrave ako!,still look jacknjil potato chip nori flavor cani find one nagccrav ako
0,2226827395,ITTO88,@annyo84 I ask myself that all that time! The good ones seem to always be taken. ,ask time good one seem alway taken
0,1989452941,santoshp,oh Shit.. I got to travel tonight and lots of work to finish now. Bloody rain handicapped me.. ,oh shit got travel tonight lot work finish bloodi rain handicap
0,2055135537,edeyking,@melibaker yay!! Shame i missed it hoovering ,yay shame miss hoover
0,2217277711,Moojeff,Glitches w/ 3.0 update. ,glitch w updat
0,1970555138,tasha_bryan,hating being at work when it's positively beautiful outside ,hate work posit beauti outsid
0,2069340783,aa9072,I dont like twitter so far ,dont like twitter far
0,1980935506,MsNicciRae,@nicktalife lol...just haven't gone to bed yet! ,loljust havent gone bed yet
0,2177303981,MacSista,"@dannywood help Danny!!!  I'm such a loser, can't seem to get back on track!!  All I am doing is eating and getting more depressed!!!  ",help danni im loser cant seem get back track eat get depress
0,1989303098,jradc,or am i?  ,
0,2286345988,Em_ilyxXx,"naw I wanna call steve rushton, would it work here? can't anyways, im in class ",naw wan na call steve rushton would work cant anyway im class
0,2286266797,jessicammills,i am soo incredibly bored in my econ class... yay summer ,soo incred bore econ class yay summer
0,1955992791,RussellBfan90,@XkittiX hey there hun hru? getting up 2 much ova the weekend? I won't be as I'm sick  Think I have the flu-but not sure ,hey hun hru get much ovum weekend wont im sick think flubut sure
0,2194078497,lesleygrace,island of capri=beautiful!! so sad to leave florence in less than 2 weeks ,island capribeauti sad leav florenc le week
0,2258881759,Omnesion,I see Mousavi and I keep thinking Mouse.avi......am I REALLY the only one? ,see mousavi keep think mouseaviam realli one
0,1985161321,Dogbook,Charlie is in timeout.  http://apps.facebook.com/dogbook/profile/view/6872300,charli timeout
0,1978418349,ryanhugstrees,@safianolin My followers are disappearing weirdly...from 187 down to 178 in a few hours ,follow disappear weirdlyfrom hour
0,2000661013,sinfulsignorita,@cookiemonster82 it is throbbing still ,throb still
0,1550697163,tfiggity,Ecg and doctor appointment this morning. 9 hours of sleep is not enough when you're sick! ,ecg doctor appoint morn hour sleep enough your sick
0,1972954077,HRFortmann,@GunnarBender Took me too long to get my phone ,took long get phone
0,1835384499,heynadia,@maellability NOT KYLE BURNSSSSSS! NOOOOOOOOO! ,kyle burns nooooooooo
0,1557777374,xFAWNx,ah for some reason I can't get onto the dashboard on Dailybooth  wtf,ah reason cant get onto dashboard dailybooth wtf
0,1685424327,MsDJCarterBaby,tipsy!! real mad real mad joe jackson!!!!! ,tipsi real mad real mad joe jackson
0,2267259502,Talented12,Happy Fathers Day! Especially to the dads that have to work today. Like my daddy. ,happi father day especi dad work today like daddi
0,1968670558,lilbigpapapump,not excided for summer.  ,excid summer
0,2065365017,AlexDScott,"@Dojie Harsh lol! Oh I see Joshie has forgotten me as well, only gone a day! Am I ANYONE'S fave now? ",harsh lol oh see joshi forgotten well gone day anyon fave
0,2326149164,chillypho,arghh i really don't feel like working. ,arghh realli dont feel like work
0,2192051974,PrincessCel,'cough + diarrhea = weak princess cel.' ,cough diarrhea weak princess cel
0,2322057924,JinxCat,@neilgorman cuz I'm too tired to allow sleep. I dint get nearly enough sleep ever. ,cuz im tire allow sleep dint get nearli enough sleep ever
0,2057900053,AmazinglyCaity,@x0x_Levie_x0x i have those haha! quickly charge your ipod!!! i would send you a song but i cant send ssounds over twitter ,haha quickli charg ipod would send song cant send ssound twitter
0,2018159941,Lydiaatthedisco,"Damn thunder and lightning kept me up, ughhh. Late to work, bad mood. ",damn thunder lightn kept ughhh late work bad mood
0,2327109283,LaurennAmelia,My chargers not working so my laptops dead and I can't go on msn   x,charger work laptop dead cant go msn x
0,2069646270,cbruton1975,"I am very addicted to Wii Fit, not good at midnight. Finished playing at 2am last night couldn't move this morning coz muscles hurt ",addict wii fit good midnight finish play last night couldnt move morn coz muscl hurt
0,2174814644,sosilkie,"@GillCorbin  Not any time soon unfortunately! Just booked Vegas, and I'm saving up for the crazy shopping there. Back to school time?",time soon unfortun book vega im save crazi shop back school time
0,2046382240,jessicalm88,We are slammed at work. I'm about to fall over. And I burned my hand ,slam work im fall burn hand
0,1467927126,missria,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ,cant believ im disbelief way realli much take peopl alway get hurt other
0,2263848078,LoveTruck,@omfgitsella nothing.i think i have to go ella! ,nothingi think go ella
0,2243342800,MrsGriff0610,@idrisnme is it at the outlets stores? I have one too but dont think i will be able to use it ,outlet store one dont think abl use
0,2267123664,nampun,I can play twitter by my mobile na ka but i cant read thai a ka ,play twitter mobil na ka cant read thai ka
0,2235231048,PirateLeer,"*sigh* Tired, eyes sore, hungry, cold. Starting to miss home ",sigh tire eye sore hungri cold start miss home
0,2285035828,IGPNicki,@robertiwataki re:heroes/fuller eek! The idea that he was coming back was the only thing i was looking forward to with Heroes. ,reheroesful eek idea come back thing look forward hero
0,1792715576,theodora_hatzis,NOT COOL!! IM NOT GOING TO SOVERIGN HILL TOMORROW WITH STEPHANIE!!! ,cool im go soverign hill tomorrow stephani
0,2175612470,claudiocerri,It's too hot for work... ,hot work
0,2184551465,wezzbox,@bexblonde  http://bit.ly/FcUWSmy blog site - have u or chris ever been on it? i only have 2 followers ,blog site u chri ever follow
0,2060692603,crikosoft,@N3t4 invita las chelasssssssssssss ,invita la chela
0,1564261307,amberleyx,back from camp . regaining sanity for school tomorrow. ,back camp regain saniti school tomorrow
0,1676446949,CortleighE,@BigGuyRunning this storm is INSANE!!! I feel like a tree is going to come crashing into our window any minute. Come home from work ,storm insan feel like tree go come crash window minut come home work
0,1883357332,TruthEXE,My girlfriend stole the computer from me ,girlfriend stole comput
0,1559516719,PhlySoul,has a slight tummy ache ,slight tummi ach
0,2232728579,MorganEliseJ,@MJ_Dub mine too ,mine
0,2202653012,MamaChains,@tigerrr77 hell yes!!!!!!!!! I just need to not be sick anymore ,hell ye need sick anymor
0,2015584675,LucieLuu,"@calvinharris yes, yes they do  as a vn trainee i kno all too well",ye ye vn traine kno well
0,2237701127,aliciavr6,@nhas123 ha thanks! but may just have to go Sunday. ,ha thank may go sunday
0,2048242899,Stephenkurily,@BurnDownParis wish we were there too!! ,wish
0,2231793711,moony_aragorn,@christooopher Haha! Can never be excited about school. ,haha never excit school
0,2200639937,tehkseven,Can people please stop requesting me to release themes that I ALREADY promised to release? Please.. ,peopl plea stop request releas theme alreadi promis releas plea
0,1975012826,unique1393,i do not wanna have my tonsils out ,wan na tonsil
0,2240122321,ZoeeLovesMcFly,@tommcfly Lol! I Really Wanna Go To Your Forest Concert In Notts But Cant Affored It!  Bummer! xx,lol realli wan na go forest concert nott cant affor bummer xx
0,1752895273,MiriamCheah,Oh my throat... Maybe i shouldn't have downed so much vodka last night ,oh throat mayb shouldnt down much vodka last night
0,1676924689,rabbitohs,No try. ,tri
0,2265278559,ohnoamy,I wish I was going to hang out with my husband or my dad rather than going to work and dealing with Big Issues. Happy Fathers Day. ,wish go hang husband dad rather go work deal big issu happi father day
0,1992120589,lahlooha,When a Tri athlete has a heart attack  http://tinyurl.com/qkfy9h,tri athlet heart attack
0,2190379185,thelonefoodie,serious GPS fail!! hate the city ,seriou gp fail hate citi
0,2327917099,Bethh09,is devastated that she has lost Â£75!! ,devast lost â£
0,1983638993,tOtallybOgus,college prep homework. ,colleg prep homework
0,2052364361,usagiko,"@trifluorides: I wish I could use those. But because MRSA likes to make its home in my nostrils through my skin, I can't. ",wish could use mrsa like make home nostril skin cant
0,2302744500,Chris_Tine17,@MrsDDoubleU lovvvveeeeee joel stevens!!! Haha great show! Ur gonna b mad when ur done watching tho cuz the 2nd season didn't come out ,lovvvveeeee joel steven haha great show ur gon na b mad ur done watch tho cuz nd season didnt come
0,2187932392,cmumathwhiz,@lindsaymallen Not sure what I can say - I checked online and it looks like Mt. Pleasant is a hard place to pick up OTA TV. ,sure say check onlin look like mt pleasant hard place pick ota tv
0,2052788038,cassieee19,falling over the blokes toilets is not a nice place to fall....fucked up me knee. ,fall bloke toilet nice place fallfuck knee
0,2199420910,chadisa777,just saw my phone bill...it's awfully costly  texting...texting...texting...,saw phone billit aw costli textingtextingtext
0,1678439050,jencummins16,is home watching melrose place on a saturday night. thank god im sick or this would be sad ,home watch melros place saturday night thank god im sick would sad
0,2215415562,Justin_Ash,I just wanna curl up on the couch with Stinky and Jar...  instead... I'm at effing work... doing absolutely nothing ,wan na curl couch stinki jar instead im ef work absolut noth
0,2226373308,ebony511,Done with dr gave me a shot in my shoulder wtf ouch ,done dr gave shot shoulder wtf ouch
0,2253216589,ValerieInMiami,Ahh! Cleaning lady got more expensive!  i guess I will have to be my own cleaning lady for a while!,ahh clean ladi got expens guess clean ladi
0,2185681223,wwweeesss,I miss my baby  wanna go home already  we're going out but idk to whereeee  saaaad face.,miss babi wan na go home alreadi go idk whereee saaaad face
0,2202845186,ariannemagsino,"Wrap it all up, give it a rest, and call it a day. - freakin' emotions are dead tired.. ",wrap give rest call day freakin emot dead tire
0,1979629543,ashleyymiller,Can anyone else not sleep? ,anyon el sleep
0,2215534462,Ashhhleyy,@seriouslynikki girll why are you sad  i don't like when you are sad,girll sad dont like sad
0,2258417737,alwaysthinkn,"Sitting at home, wishing we were there ",sit home wish
0,2214221846,Jada_93,not going to service tonite ,go servic tonit
0,1754782910,devplop,just not in the mood for revising today ,mood revis today
0,2236942653,kennystar87,my lip hurts  and i'm jelous i have to wait till sunday to see Transformers!!!,lip hurt im jelou wait till sunday see transform
0,1823416969,PamelaGuzman,"@Tyrese4ReaL: aww, dont leave me bayyyy...  have a good night ;)",aww dont leav bayyyi good night
0,2199824255,Sphynge,"Thinking of taking photography classes. Signed up for one, still waiting on the waitlist ",think take photographi class sign one still wait waitlist
0,2053406732,fattialias,"when Amelia told me that she was Princess Belle, I told her I wanted to be Mulan ... she then said that I could, cause Mulan was ugly ",amelia told princess bell told want mulan said could caus mulan ugli
0,1974053872,shanaaz007,is down with a cold ,cold
0,2015141601,rstystam,"oh @foxymegan @RealJessicaAlba , any suggestions how can i get a rockin' body like yours ? cause i feel shapeless and fat right now ",oh suggest get rockin bodi like caus feel shapeless fat right
0,2062424824,Michaelcopon,just got home from the game and it feels like someone took a hammer and slapped the hell out of me!!  hahah oh well good game though,got home game feel like someon took hammer slap hell hahah oh well good game though
0,2188188127,Mintty93,"Oh snap, my 5$ gift card works... so now I know its not a scam... but shipping for anything off the website is 5.50$ ",oh snap gift card work know scam ship anyth websit
0,1548277792,leabella,Actually I had 503   maybe I should put my web cam on,actual mayb put web cam
0,2174892218,sumayya40071,@himvats No I stil havent taken any decision on it ,stil havent taken decis
0,2011831903,ErinBear182,   Tell those girls your clocking out lol,tell girl clock lol
0,1989914604,Runner_Ted,Back is wrecked this morning. May take a half day.  Happy Monday!!!,back wreck morn may take half day happi monday
0,1796800462,LucyLatter,Where do I start it's a right old mess ,start right old mess
0,2236688520,engadgeteer,I believe the lines on AT&amp;T stores are thickening up  iPhone 3G S,believ line atampt store thicken iphon g
0,2013162853,rockngma_2008,This is an old boyfriend of mine from wayyyy back in the day... He was always drinking and riding... Please pray for the family.. ,old boyfriend mine wayyyi back day alway drink ride plea pray famili
0,2052713753,nez13,i dreamt a scary dream  hahahaha,dreamt scari dream hahahaha
0,2238824052,Lauren_Brill,I don't know why my dog continues to be sick ,dont know dog continu sick
0,2056876238,mattpicasso,At Cinci zoo with Pam. Cat House should be renamed Sad Cat House. All of them made this face ,cinci zoo pam cat hous renam sad cat hous made face
0,1679443576,happycrabmuffin,My family ruins everything   ,famili ruin everyth
0,1677997579,angela_md,@petsalive me.  gotta work today... Have a fantastic day!,got ta work today fantast day
0,2329123564,charchee,OoooW bad tummy. Stop hurting Charlotte!  you just ate &gt;_&lt;,oooow bad tummi stop hurt charlott ate gtlt
0,2063807432,JILLIANVALENTIN,"@_rosieCAKES awwwwwwwwww damn, it was mad chill too, a diff crowd and not as crazy... just chill and fun!! wish u came ",awwwwwwwwww damn mad chill diff crowd crazi chill fun wish u came
0,2200929092,IbLeLe,@YoungQ The Donnie vid won't play for me!!! I wanna see Donnie!!!!!! ,donni vid wont play wan na see donni
0,2050673566,rafaelmessias,"and by the way, poor david carradine  kill bill is one of my favorite movies",way poor david carradin kill bill one favorit movi
0,2264096961,MWeezles,@Spatho cool! Wish I was there but alas it's a TV spectacle for me  #f1,cool wish ala tv spectacl f
0,2255590421,ch1stnut1,have eaten so much food. desperately need to go to the gym but busy tomorrow ,eaten much food desper need go gym busi tomorrow
0,1677975820,WhatShelleyDid,I'm off to see the emergency doctor ,im see emerg doctor
0,1676704822,bglim,ate pizza and chicken wings. goodbye to my 5km run this morning. ,ate pizza chicken wing goodby km run morn
0,2056202115,HelenChoops,"very lazy day, got a craving for wagamamas and james won't take me ",lazi day got crave wagamama jame wont take
0,2031241042,mcosta119,@bridgetsbeaches is there a way to watch the shows online? i live in st kitts in the caribbean and we don't get that channel!! ,way watch show onlin live st kitt caribbean dont get channel
0,1999499477,SusieMelendez,"can't wait for conan o'brien! should be good. thanks kristal, now i want cake! ugh jose gets out super duper late. ",cant wait conan obrien good thank kristal want cake ugh jose get super duper late
0,2215182798,shmeloo,@RandiMerritt why a bad day? ,bad day
0,1825817115,Constitutiongrl,I have to work today and miss church. ,work today miss church
0,1685935771,louise_hendy,"@Sarah_Davey awh, you and me both my friend! i'm not looking forward to getting home to my mountain of work though ",awh friend im look forward get home mountain work though
0,2054704138,missflydanielle,No vacaa next week ,vacaa next week
0,2068415056,beautifulbelle,nap didn't happen that great... I would fall asleep and wake up and fall asleep and wake up ,nap didnt happen great would fall asleep wake fall asleep wake
0,1834643079,followelsie,@TomThorogood i didn't see you! ,didnt see
0,1986005154,linkidd,The audio commentary on Forgetting Sarah Marshall isn't as good as other movies ,audio commentari forget sarah marshal isnt good movi
0,1995359764,juliebarrow,@LaurenConrad I live in TN...I couldn't hear the last 15 minutes or so..bummer! ,live tni couldnt hear last minut sobumm
0,1754897573,ankinanti,"and when i asked them to understand me, they called me selfish  am i asking too much?",ask understand call selfish ask much
0,2071989701,thisuisucks,"@simlee009 I didn't crash last time, Jen did. She didn't go with me, she's still really hurt ",didnt crash last time jen didnt go she still realli hurt
0,1468456946,ExtraordinaryMe,"@nickdawson Hope your knee feels better quickly, though, after having been on it all night. ",hope knee feel better quickli though night
0,1880918398,DollyBonez,@rockabillyrhino *cries* i couldnt come ,cri couldnt come
0,1983950953,LeannPettit,Still no one's home... ,still one home
0,2266969601,ppminn, lost my way.........,lost way
0,2059650353,MissPrecious2,@YungMoney007 I'm not ya friend homie! ,im ya friend homi
0,1979830720,nicolejensen,"Excellent evening out with for #steakTUB, but I may whinge tomorrow about @thefoxhotel. Cheap food, but shouldn't be cheap service. Sorry ",excel even steaktub may whing tomorrow cheap food shouldnt cheap servic sorri
0,2203879819,Crystalbearr,I wish I had plans this week ,wish plan week
0,2044421522,BackinBragg,Well they've canceled the opening ceremony! At least common sense has prevailed but thanks a lot stupid bloody weather!! ,well theyv cancel open ceremoni least common sen prevail thank lot stupid bloodi weather
0,2329113315,stealyourself,I am way more upset about Farrah Fawcett dying than I expected. Poor woman. ,way upset farrah fawcett die expect poor woman
0,2177731254,babyglitz,@ElleTea12 GD LK on the job interviews! I hope you get all of them!  Im actually going to Va Beach for the 4th to see Lilli ,gd lk job interview hope get im actual go va beach th see lilli
0,2251937481,CLOUTIERCC,I'm the monkey in the middle of this ,im monkey middl
0,2266904667,narenbs,The Mon(ster)day is here! ,monsterday
0,1825559681,curlymils,@andrew_terkel I come home on the 27th. We barely miss each other ,come home th bare miss
0,1880094318,cmoore09,Good day gone horrible. Watching &quot;Seven Pounds.&quot; I need better friends. ,good day gone horribl watch quotseven poundsquot need better friend
0,1982328066,KatyBeanHall,Back in london ,back london
0,1971008822,PaigeLikePaper,Premiere today. Flying to japan to  see it and walking the red carpet! Lol jk the premiere is here and no red carpet! ,premier today fli japan see walk red carpet lol jk premier red carpet
0,2191074982,keithmccormick,why must my dreams take the piss outta me???  tekken 5 for 1.99 &amp; then I wake up?!!?!   ,must dream take piss outta tekken amp wake
0,2237557075,celcius522,sprained my foot kick boxing.   this shyt hurts!!,sprain foot kick box shyt hurt
0,2050102939,megbar,I keep going to put songs on then realise they're on my dead computer ,keep go put song realis theyr dead comput
0,1881796323,mix86,"@mickael yesterday it works fine, and now my client tell me &quot;read error&quot;... and nothing in the logs!  trying to relax... ;)",yesterday work fine client tell quotread errorquot noth log tri relax
0,1752154329,adriandb,"is loving the new Twitteriffic iphone app. I just paid for and was getting used to tweetie, but now it's back to Twitterific... $3 gone ",love new twitteriff iphon app paid get use tweeti back twitterif gone
0,2288655947,holspowell,They r seperating ,r seper
0,2202760135,ExplosiveD,comin home... ,comin home
0,2056460987,jordandmills,gotta work on my birthday ,got ta work birthday
0,2052532632,evennieleyland,I will go buy new dress  @Blazulka96 itoday on icq not to be ,go buy new dress itoday icq
0,2301025305,Trapes,"@Beaniebaby1 Really am so sorry, not an easy thing to do I know. Especially when they've been part of your life for so long ",realli sorri easi thing know especi theyv part life long
0,1990513474,summermorton,Is really sad to be leaving tn.  The past couple of days have been amazing! Everyone did such a good job! God is doing great things! 4 ...,realli sad leav tn past coupl day amaz everyon good job god great thing
0,2048921671,Whitlovesgreys,Pretty sure I  failed my civics and economics eoc final today ,pretti sure fail civic econom eoc final today
0,1881979920,dannyheart,stuck in a class for 3 hrs and no teacher... no movie just work ,stuck class hr teacher movi work
0,2230386720,kittykat91210,Can't wait for a holiday. I think Kit needs a hug  ,cant wait holiday think kit need hug
0,1956859186,strife25,"*sigh* my thinkpad shut itself off again, even with the cooling pad ",sigh thinkpad shut even cool pad
0,2252273444,_rai,"@LittleMissFredi Aaaaargh, I am bored now save me please ",aaaaargh bore save plea
0,1989179432,CHRISTIE__,@IlanRubin I'd say maybe she thought you were young...  I agree her LOSS! ;),id say mayb thought young agre loss
0,2181344000,ronda21080,@thereasonwhy hope your car gets fixed soon! i gotta drag my mom and sis tonight and they dont wanna go ,hope car get fix soon got ta drag mom si tonight dont wan na go
0,2240824503,xakcole,"my surgeon called me early this morning and told me to come in right away, did some tests and think some nerve damage mite have happened. ",surgeon call earli morn told come right away test think nerv damag mite happen
0,1964731867,zocore,Why aren't we Facebook buds @MISSCOKASPLASH? ,arent facebook bud
0,1835395104,mstellacrap, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!,sniffl sinc dont get leav fuck houseaw great power gone get dark puurfect
0,2192954949,Omigosh122,lmao im always to young to gooo  damn just go another year. geee,lmao im alway young gooo damn go anoth year geee
0,2218188308,maxxdelusional,Completely forgot that Trav wanted to play XBox tonight ,complet forgot trav want play xbox tonight
0,1795119087,liaire,its raining ...   if it gonna rain more...  could it be mens??? hahaha         *now... PAINTING TIMEEEEE *,rain gon na rain could men hahaha paint timeeee
0,2256242387,neurogirl07,"@d_dannels That's why I'm not going to watch it. Couldnt take it.  She's in a better place though, don't 4get that.",that im go watch couldnt take she better place though dont get
0,2013540035,trishratna,"MeiMei is at the vet's, will pick her up at 5ish. Hope she's okay. Missing her badly ",meimei vet pick ish hope she okay miss badli
0,1976142413,almalthia,"At work. Miserable. Kill me now, before I cry. ",work miser kill cri
0,2299471881,yourhighness_B,@al_pari shit upppp I can't do itttt on my phone ,shit upppp cant itttt phone
0,1553672864,JDRiggz,@mackeyhassaan i had to remix the beat around emilio's verse...dats the best i could do ,remix beat around emilio versedat best could
0,2007786000,Heavyeyeliner,@DizzyMalfoy Like 10 times  I wish Twitter could like go in and wipe all the images i have tried to use out!! So i can start over! gah!,like time wish twitter could like go wipe imag tri use start gah
0,2258068448,Alices_Boy,No one Is talking to me ,one talk
0,2250383502,Susie_Nutbar,@michaelmagical oh poor you that's horrible  it's been fairly nice here - not sure what today's going to bring though - hard to tell...,oh poor that horribl fairli nice sure today go bring though hard tell
0,1827368585,Xx_McFLY_xX,"So very bored, and got a sore throat again!! ",bore got sore throat
0,2002891304,caseymultimedia,@jtamboli I noticed that already  I think the &quot;ooh neato&quot; factor was the opening page with the nifty &quot;top sites&quot; all stacked up...,notic alreadi think quotooh neatoquot factor open page nifti quottop sitesquot stack
0,2052982073,hannaht,what's with the weather? ,what weather
0,2182545971,soumeyma,"it's been  a long time,,i was swamped with exams  and i can really use your support guys,,wish  me luck^^",long timei swamp exam realli use support guyswish luck
0,1958051802,puthali,"was doing a hard copy doc review,while writing comments realized 've forgotten writing i.e. on paper,can hardly recognize or read it back ",hard copi doc reviewwhil write comment realiz forgotten write ie papercan hardli recogn read back
0,2050978800,TheGoalieGuild,"Oh holy hell, my pass expired in January!! ARGH. I will have to make the next one. Want to hear a serious problem? I've never been to CA ",oh holi hell pas expir januari argh make next one want hear seriou problem ive never ca
0,2324326978,ThisMustBPop,"@TamboManJoe WHOA, That video is HARSH!  Camilla is a cool chick!",whoa video harsh camilla cool chick
0,1550809778,AudreyBitoni,on east coast time even though im home. so annoying.  must get back to sleep,east coast time even though im home annoy must get back sleep
0,2062095450,theflowerofuck,Hates to see her love go. ,hate see love go
0,2252642361,pkuncis,On stage 1.  No irish flags ,stage irish flag
0,2222271533,mayyanwong,has a feeling that she's going to fail her accounting tomorrow. Goodbye $3000 ,feel she go fail account tomorrow goodby
0,1686231015,ghassanb,Fast Food For Lunch! ,fast food lunch
0,2188824383,Courtney_0_o,Its too dark outside! ,dark outsid
0,2193983435,kayray,Really tired of feeling horrible. Want to go out and enjoy Montreal but feel too bad. ,realli tire feel horribl want go enjoy montreal feel bad
0,1882535660,rgriff,"Sign of the times: Our daughter bruised her face on the playground. Now when I'm out with her, I can see &quot;abuser!&quot; in others' eyes. Sad ",sign time daughter bruis face playground im see quotabuserquot other eye sad
0,2220656375,BusinessGTD,seems we have reached our daily limit here on @twitter  anyone who has recently added us hang tight we will add connect with you asap,seem reach daili limit anyon recent ad u hang tight add connect asap
0,1977264303,mopars0,@TheBigfella been messing up all night ,mess night
0,2286475615,robeskizzzz,why can't the sun shine its bright light ?! ,cant sun shine bright light
0,1687211939,bephilli,still at just over 100 degrees ,still degre
0,1976429818,sarahdisaster,i want to go to the campfire but auntie is sick.  lame. this means keith urban live dvd. which is also kinda lame. my life is laaaamesauce,want go campfir aunti sick lame mean keith urban live dvd also kinda lame life laaaamesauc
0,1979144686,pepsimo,Talking of bikini's @colinkelly I'm still gutted ,talk bikini im still gut
0,1966235539,junklekennedy,wishing I was attending #beatweetup I even bought a badge ,wish attend beatweetup even bought badg
0,1824740156,JULLEhahah,it's rainy outside ,raini outsid
0,2264462552,RUTHvampire,im on the good computer  not the shitty one that kept crashing last night ,im good comput shitti one kept crash last night
0,2045690140,BeEazyE,My dog can hardly walk. Well he can't get up at the moment ,dog hardli walk well cant get moment
0,2328886428,meggdavie,looking a little pink ,look littl pink
0,2012266604,Dat_Kid_Capo,Got back in touch with an old friend tonite; i miss her  but great to hear from her...time to hit da sheets,got back touch old friend tonit miss great hear hertim hit da sheet
0,1975956878,sdmix,"@ChrisPyUK please tell me it isnt so, that thing is.. erm.. horrible!  I was hoping for http://tr.im/mV9a",plea tell isnt thing erm horribl hope
0,2253962121,ksb75,On way home from the beach.  I am always sad to leave the beach. I am a total beach bum and could live at the beach.I have a nice tan now,way home beach alway sad leav beach total beach bum could live beachi nice tan
0,2070190808,Becatron01,my car is dead........ what am i to do  Poor bug,car dead poor bug
0,2210340359,pezy,it sucks being the only musically diverse music producer in your area (DMV) all they care about is club bangers and &quot;Saving Hip-hop&quot; ,suck music diver music produc area dmv care club banger quotsav hiphopquot
0,1678171045,chelseamac11,"gting rdddy, then piercing at ottawaaa! ... no soccer. again ",gting rdddi pierc ottawaaa soccer
0,2239948328,teamjahaira,Wishing I could go to Rudd's for some ice cream ,wish could go rudd ice cream
0,1468170604,tacce,"@Wyldceltic1 oh man, it was the most sad ever. ",oh man sad ever
0,2059374959,MarkBilly,I feel robbed... I didn't know Stereophonics were on here ,feel rob didnt know stereophon
0,2236538560,MEGSNMADS,Work with no more kiddos....this always makes me soooo sad ,work kiddosthi alway make soooo sad
0,2187857759,Theatrekitty007,"Knows about the Iranian thing, and yes it upsets her. But her phone freaking out upsets her too. Sorry if you think she was being mean ",know iranian thing ye upset phone freak upset sorri think mean
0,2303035093,PorchaBaby,@LangleyStar Awww...I know. Don't make me feel bad...Bad enough I can't give her a party cuz I don't know any kids here. I feel terrible ,awwwi know dont make feel badbad enough cant give parti cuz dont know kid feel terribl
0,2066331745,Sabraistheone,"I have a dream, but it is impossible and will never happen, just like all of my dreams, they are all impossible ",dream imposs never happen like dream imposs
0,2176313705,fashion_ninja,"@Gromski Oh dear  deep breaths Wrighty. If all else fails, hide in the stairwell.",oh dear deep breath wrighti el fail hide stairwel
0,2002299419,ShawnHansen,"I hope they find that plane, ",hope find plane
0,2235285043,silverpuck,"I think im going to fast tomorrow. I have to. Sorry shabam, I cant pig out with you. Only water for me  ",think im go fast tomorrow sorri shabam cant pig water
0,2182165044,charly_murg,@RICHTHEBAKER aah cas is a bit out of the way beer might have to do though sadly  either that or vodka lol,aah ca bit way beer might though sadli either vodka lol
0,2221447494,cash03,ffs! checked out the line-up for leeds fest. got a friday ticket but want to go saturday instead now. really want to see crystal castles ,ff check lineup leed fest got friday ticket want go saturday instead realli want see crystal castl
0,2061532291,davids_honey,going to sleep pretty soon..i've had a long but good day member how i've been working all weekend sad day  i guess that's real life,go sleep pretti sooniv long good day member ive work weekend sad day guess that real life
0,2059970952,ryankeely,@satinephoenix miss you  not going to see you for weeks ,miss go see week
0,1553891094,holycowirock,"I have a feeling of general all over ickiness. Not usually a good sign, if I get emotional, migraine is on the way ",feel gener icki usual good sign get emot migrain way
0,2002556625,fizzingwhizbit,@eddieizzard Colorado is stupid as well. Thunderstorms all day yesterday and supposed to continue today. ,colorado stupid well thunderstorm day yesterday suppos continu today
0,1997092757,MMichael_, i miss bby V....want to see her NOW!,miss bbi vwant see
0,2257838485,derekhart76,My first foray into gluten-free baking could kindly be described as a failure. ,first foray glutenfre bake could kindli describ failur
0,2006897343,newchaosgirl,@Jana_sk8 ohh...from planet-sports a black top...they only have two tops ,ohhfrom planetsport black topthey two top
